input,output,reaction,name,schemaClass,module
GRB2,R-HSA-913411,R-HSA-913424,The SHC1:SHIP1 complex is stabilized by GRB2,Reaction,Immune System
R-HSA-913378,R-HSA-913411,R-HSA-913424,The SHC1:SHIP1 complex is stabilized by GRB2,Reaction,Immune System
STAT1,R-HSA-9006875,R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
STAT3,R-HSA-9006875,R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
STAT4,R-HSA-9006875,R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
STAT5A,R-HSA-9006875,R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
STAT5B,R-HSA-9006875,R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
R-HSA-9006856,R-HSA-9006875,R-HSA-9006873,IL21 receptor STAT binding,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-9006856,R-HSA-9006850,IL21 receptor JAK phosphorylation,BlackBoxEvent,Immune System
R-HSA-9006846,R-ALL-29370,R-HSA-9006850,IL21 receptor JAK phosphorylation,BlackBoxEvent,Immune System
R-HSA-9006846,R-HSA-9006856,R-HSA-9006850,IL21 receptor JAK phosphorylation,BlackBoxEvent,Immune System
R-HSA-451911,R-HSA-9006846,R-HSA-9006844,IL21:IL21R:JAK1 binds IL2RG:JAK3,BlackBoxEvent,Immune System
R-HSA-9005977,R-HSA-9006846,R-HSA-9006844,IL21:IL21R:JAK1 binds IL2RG:JAK3,BlackBoxEvent,Immune System
IL21,R-HSA-9005977,R-HSA-9005980,IL21 binds IL21R:JAK1,BlackBoxEvent,Immune System
R-HSA-9006858,R-HSA-9005977,R-HSA-9005980,IL21 binds IL21R:JAK1,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-9006869,R-HSA-9006870,IL21 receptor STAT phosphorylation,BlackBoxEvent,Immune System
R-HSA-9006875,R-HSA-9006869,R-HSA-9006870,IL21 receptor STAT phosphorylation,BlackBoxEvent,Immune System
R-HSA-9006875,R-ALL-29370,R-HSA-9006870,IL21 receptor STAT phosphorylation,BlackBoxEvent,Immune System
R-ALL-9678991,R-HSA-2026019,R-HSA-9690461,FKBP1A binds tacrolimus,Reaction,Immune System
FKBP1A,R-HSA-2026019,R-HSA-9690461,FKBP1A binds tacrolimus,Reaction,Immune System
R-HSA-2025899,NFATC3,R-HSA-2025882,"Calcineurin dephosphorylates NFATC1,2,3",BlackBoxEvent,Immune System
R-HSA-2025899,NFATC2,R-HSA-2025882,"Calcineurin dephosphorylates NFATC1,2,3",BlackBoxEvent,Immune System
R-HSA-2025899,NFATC1,R-HSA-2025882,"Calcineurin dephosphorylates NFATC1,2,3",BlackBoxEvent,Immune System
R-HSA-2026019,NFATC3,R-HSA-2026021,Negative regulation by 'FKBP1A:tacrolimus [cytosol]',NegativeRegulation,Immune System
R-HSA-2026019,NFATC2,R-HSA-2026021,Negative regulation by 'FKBP1A:tacrolimus [cytosol]',NegativeRegulation,Immune System
R-HSA-2026019,NFATC1,R-HSA-2026021,Negative regulation by 'FKBP1A:tacrolimus [cytosol]',NegativeRegulation,Immune System
R-HSA-2026008,NFATC3,R-HSA-2026015,Negative regulation by 'Cyclophilin A:Cyclosporin A [cytosol]',NegativeRegulation,Immune System
R-HSA-2026008,NFATC2,R-HSA-2026015,Negative regulation by 'Cyclophilin A:Cyclosporin A [cytosol]',NegativeRegulation,Immune System
R-HSA-2026008,NFATC1,R-HSA-2026015,Negative regulation by 'Cyclophilin A:Cyclosporin A [cytosol]',NegativeRegulation,Immune System
NFATC1,R-HSA-2025899,R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
NFATC3,R-HSA-2025899,R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
NFATC2,R-HSA-2025899,R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
R-HSA-74294,R-HSA-2025899,R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
R-HSA-2025977,R-HSA-2025899,R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
R-ALL-74016,R-HSA-2025899,R-HSA-2025890,"Calcineurin binds NFATC1,2,3",Reaction,Immune System
R-HSA-1168620,R-HSA-1168619,R-HSA-1168641,TAK1 associated with the CBM complex phosphorylates IKKbeta,Reaction,Immune System
R-HSA-1168620,R-ALL-29370,R-HSA-1168641,TAK1 associated with the CBM complex phosphorylates IKKbeta,Reaction,Immune System
R-HSA-1168620,R-HSA-727820,R-HSA-1168641,TAK1 associated with the CBM complex phosphorylates IKKbeta,Reaction,Immune System
R-ALL-113592,R-HSA-1168619,R-HSA-1168641,TAK1 associated with the CBM complex phosphorylates IKKbeta,Reaction,Immune System
R-ALL-113592,R-HSA-727820,R-HSA-1168641,TAK1 associated with the CBM complex phosphorylates IKKbeta,Reaction,Immune System
R-HSA-1168622,R-HSA-1168620,R-HSA-1168637,CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK,BlackBoxEvent,Immune System
MAP3K7,R-HSA-1168620,R-HSA-1168637,CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK,BlackBoxEvent,Immune System
R-HSA-168113,R-HSA-1168620,R-HSA-1168637,CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK,BlackBoxEvent,Immune System
MALT1,R-HSA-1168622,R-HSA-1168644,CARMA1 recruits MALT1 and BCL10 forming CBM Complex,Reaction,Immune System
BCL10,R-HSA-1168622,R-HSA-1168644,CARMA1 recruits MALT1 and BCL10 forming CBM Complex,Reaction,Immune System
R-HSA-1168616,R-HSA-1168622,R-HSA-1168644,CARMA1 recruits MALT1 and BCL10 forming CBM Complex,Reaction,Immune System
R-ALL-113592,R-HSA-1168616,R-HSA-1168635,PRKCB (PKC-beta) phosphorylates CARMA1,BlackBoxEvent,Immune System
R-HSA-1169088,R-ALL-29370,R-HSA-1168635,PRKCB (PKC-beta) phosphorylates CARMA1,BlackBoxEvent,Immune System
R-HSA-1169088,R-HSA-1168616,R-HSA-1168635,PRKCB (PKC-beta) phosphorylates CARMA1,BlackBoxEvent,Immune System
R-ALL-33625,R-HSA-139829,R-HSA-1168373,"PRKCB (Protein kinase C beta, PKC-beta) binds diacylglycerol and phosphatidylserine",Reaction,Immune System
R-ALL-114519,R-HSA-139829,R-HSA-1168373,"PRKCB (Protein kinase C beta, PKC-beta) binds diacylglycerol and phosphatidylserine",Reaction,Immune System
PRKCB,R-HSA-139829,R-HSA-1168373,"PRKCB (Protein kinase C beta, PKC-beta) binds diacylglycerol and phosphatidylserine",Reaction,Immune System
R-ALL-74016,R-HSA-139829,R-HSA-1168373,"PRKCB (Protein kinase C beta, PKC-beta) binds diacylglycerol and phosphatidylserine",Reaction,Immune System
R-HSA-1168590,R-HSA-1168602,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168590,R-HSA-1168586,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168590,R-HSA-194043,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168590,R-HSA-1168595,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168606,R-HSA-1168602,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168606,R-HSA-1168586,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168606,R-HSA-194043,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168606,R-HSA-1168595,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168587,R-HSA-1168602,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168587,R-HSA-1168586,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168587,R-HSA-194043,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168587,R-HSA-1168595,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168596,R-HSA-1168602,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168596,R-HSA-1168586,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168596,R-HSA-194043,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
R-HSA-1168596,R-HSA-1168595,R-HSA-1168640,Ubiquitinated IkB is degraded,BlackBoxEvent,Immune System
UBB,R-HSA-1168590,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBB,R-HSA-1168606,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBB,R-HSA-1168587,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBB,R-HSA-1168596,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBC,R-HSA-1168590,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBC,R-HSA-1168606,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBC,R-HSA-1168587,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBC,R-HSA-1168596,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
RPS27A,R-HSA-1168590,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
RPS27A,R-HSA-1168606,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
RPS27A,R-HSA-1168587,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
RPS27A,R-HSA-1168596,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBA52,R-HSA-1168590,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBA52,R-HSA-1168606,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBA52,R-HSA-1168587,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
UBA52,R-HSA-1168596,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168617,R-HSA-174155,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168617,R-HSA-1168592,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168617,R-HSA-1168590,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168617,R-HSA-1168606,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168617,R-HSA-1168587,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168617,R-HSA-1168596,R-HSA-1168643,SCF-beta-TrCP ubiquitinylates IkB,BlackBoxEvent,Immune System
R-HSA-1168600,R-HSA-1168617,R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-HSA-1168612,R-HSA-1168617,R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-HSA-1168594,R-HSA-1168617,R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-HSA-1168611,R-HSA-1168617,R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-HSA-174155,R-HSA-1168617,R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-HSA-1168592,R-HSA-1168617,R-HSA-1168642,SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB,Reaction,Immune System
R-ALL-113592,R-HSA-1168600,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-ALL-113592,R-HSA-1168612,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-ALL-113592,R-HSA-1168594,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-ALL-113592,R-HSA-1168611,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168589,R-HSA-1168600,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168589,R-HSA-1168612,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168589,R-HSA-1168594,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168589,R-HSA-1168611,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168589,R-ALL-29370,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168605,R-HSA-1168600,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168605,R-HSA-1168612,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168605,R-HSA-1168594,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168605,R-HSA-1168611,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168605,R-ALL-29370,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168603,R-HSA-1168600,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168603,R-HSA-1168612,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168603,R-HSA-1168594,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168603,R-HSA-1168611,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168603,R-ALL-29370,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168609,R-HSA-1168600,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168609,R-HSA-1168612,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168609,R-HSA-1168594,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168609,R-HSA-1168611,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168609,R-ALL-29370,R-HSA-1168638,Activated IKK phosphorylates I-kappaB,Reaction,Immune System
R-HSA-1168602,R-HSA-1168591,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168602,R-HSA-194047,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168602,R-HSA-1168614,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168602,R-HSA-1168597,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168586,R-HSA-1168591,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168586,R-HSA-194047,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168586,R-HSA-1168614,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168586,R-HSA-1168597,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-194043,R-HSA-1168591,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-194043,R-HSA-1168614,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-194043,R-HSA-1168597,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168595,R-HSA-1168591,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168595,R-HSA-194047,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168595,R-HSA-1168614,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
R-HSA-1168595,R-HSA-1168597,R-HSA-1168633,NF-kappaB translocates from the cytosol to the nucleus,BlackBoxEvent,Immune System
DAPP1,R-HSA-1168366,R-HSA-9606884,"PI(3,4,5)P3 (PIP3) binds DAPP1 (BAM32) and DAPP1 is phosphorylated",BlackBoxEvent,Immune System
DAPP1,R-ALL-29370,R-HSA-9606884,"PI(3,4,5)P3 (PIP3) binds DAPP1 (BAM32) and DAPP1 is phosphorylated",BlackBoxEvent,Immune System
R-ALL-179838,R-HSA-1168366,R-HSA-9606884,"PI(3,4,5)P3 (PIP3) binds DAPP1 (BAM32) and DAPP1 is phosphorylated",BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-1168366,R-HSA-9606884,"PI(3,4,5)P3 (PIP3) binds DAPP1 (BAM32) and DAPP1 is phosphorylated",BlackBoxEvent,Immune System
R-HSA-1168366,R-HSA-9606886,R-HSA-9606894,p-DAPP1 (p-BAM32) binds PLCG2,Reaction,Immune System
PLCG2,R-HSA-9606886,R-HSA-9606894,p-DAPP1 (p-BAM32) binds PLCG2,Reaction,Immune System
R-HSA-983691,R-HSA-5690660,R-HSA-5690740,CD22 binds B-cell receptor,Reaction,Immune System
CD22,R-HSA-5690660,R-HSA-5690740,CD22 binds B-cell receptor,Reaction,Immune System
R-ALL-113592,R-HSA-5690689,R-HSA-5690702,LYN phosphorylates CD22,Reaction,Immune System
R-HSA-5690660,R-ALL-29370,R-HSA-5690702,LYN phosphorylates CD22,Reaction,Immune System
R-HSA-5690660,R-HSA-5690689,R-HSA-5690702,LYN phosphorylates CD22,Reaction,Immune System
CD22,R-HSA-5690698,R-HSA-5690669,CD22 binds itself to form homo-oligomers,Polymerisation,Immune System
R-HSA-5690689,R-HSA-5690677,R-HSA-5690701,SHP1 binds p-CD22,Reaction,Immune System
PTPN6,R-HSA-5690677,R-HSA-5690701,SHP1 binds p-CD22,Reaction,Immune System
MAP3K8,MAP3K8,R-HSA-389756,AKT interacts and phosphorylates Cot,Reaction,Immune System
MAP3K8,R-ALL-29370,R-HSA-389756,AKT interacts and phosphorylates Cot,Reaction,Immune System
R-ALL-113592,MAP3K8,R-HSA-389756,AKT interacts and phosphorylates Cot,Reaction,Immune System
MAP3K14,R-ALL-29370,R-HSA-392530,p-S400-Cot phosphorylates NIK,Reaction,Immune System
MAP3K14,MAP3K14,R-HSA-392530,p-S400-Cot phosphorylates NIK,Reaction,Immune System
R-ALL-113592,MAP3K14,R-HSA-392530,p-S400-Cot phosphorylates NIK,Reaction,Immune System
R-HSA-182921,PAK3,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-182921,PAK2,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-182921,R-HSA-389782,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-442641,PAK3,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-442641,PAK2,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-442641,R-HSA-389782,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-445002,PAK3,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-445002,PAK2,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-445002,R-HSA-389782,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-2685645,PAK3,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-2685645,PAK2,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-2685645,PAK1,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-2685645,R-HSA-389782,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-5669154,PAK3,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-5669154,PAK2,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-5669154,PAK1,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
R-HSA-5669154,R-HSA-389782,R-HSA-389788,Activation of PAKs by RAC1 and CDC42,Reaction,Immune System
GRAP2,R-HSA-389384,R-HSA-389381,Gads binds CD28,Reaction,Immune System
R-HSA-388777,R-HSA-389384,R-HSA-389381,Gads binds CD28,Reaction,Immune System
R-ALL-113592,R-HSA-389920,R-HSA-6790087,HVEM induses BTLA phosphorylation,BlackBoxEvent,Immune System
R-HSA-389525,R-ALL-29370,R-HSA-6790087,HVEM induses BTLA phosphorylation,BlackBoxEvent,Immune System
R-HSA-389525,R-HSA-389920,R-HSA-6790087,HVEM induses BTLA phosphorylation,BlackBoxEvent,Immune System
BTLA,R-HSA-389525,R-HSA-389523,BTLA interacts with HVEM,Reaction,Immune System
TNFRSF14,R-HSA-389525,R-HSA-389523,BTLA interacts with HVEM,Reaction,Immune System
R-HSA-389920,R-HSA-389935,R-HSA-389941,SHP-1 and SHP-2 bind pBTLA,Reaction,Immune System
PTPN11,R-HSA-389935,R-HSA-389941,SHP-1 and SHP-2 bind pBTLA,Reaction,Immune System
PTPN6,R-HSA-389935,R-HSA-389941,SHP-1 and SHP-2 bind pBTLA,Reaction,Immune System
ICOSLG,R-HSA-388788,R-HSA-388817,ICOS binds ICOSL/B7-H2,Reaction,Immune System
ICOS,R-HSA-388788,R-HSA-388817,ICOS binds ICOSL/B7-H2,Reaction,Immune System
LCK,R-HSA-389746,R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
CSK,R-ALL-29370,R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
CSK,R-HSA-389746,R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
R-ALL-113592,R-HSA-389746,R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
R-HSA-388800,R-ALL-29370,R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
R-HSA-388800,R-HSA-389746,R-HSA-389762,Phosphorylation of PD-1,Reaction,Immune System
PDCD1,R-HSA-388800,R-HSA-388828,PD-1 binds B7DC and B7H1,Reaction,Immune System
PDCD1LG2,R-HSA-388800,R-HSA-388828,PD-1 binds B7DC and B7H1,Reaction,Immune System
CD274,R-HSA-388800,R-HSA-388828,PD-1 binds B7DC and B7H1,Reaction,Immune System
R-HSA-389746,R-HSA-389749,R-HSA-389759,Interaction of SHP-1 or SHP-2 with phospho PD-1,Reaction,Immune System
PTPN11,R-HSA-389749,R-HSA-389759,Interaction of SHP-1 or SHP-2 with phospho PD-1,Reaction,Immune System
PTPN6,R-HSA-389749,R-HSA-389759,Interaction of SHP-1 or SHP-2 with phospho PD-1,Reaction,Immune System
R-HSA-203494,R-ALL-111294,R-HSA-389758,Dephosphorylation of CD3-zeta by PD-1 bound phosphatases,Reaction,Immune System
R-HSA-203494,R-HSA-390339,R-HSA-389758,Dephosphorylation of CD3-zeta by PD-1 bound phosphatases,Reaction,Immune System
R-ALL-9679471,R-HSA-9679420,R-HSA-9679421,PDCD1 binds PDCD1 inhibitors,Reaction,Immune System
R-ALL-9679434,R-HSA-9679420,R-HSA-9679421,PDCD1 binds PDCD1 inhibitors,Reaction,Immune System
R-ALL-9679411,R-HSA-9679420,R-HSA-9679421,PDCD1 binds PDCD1 inhibitors,Reaction,Immune System
PDCD1,R-HSA-9679420,R-HSA-9679421,PDCD1 binds PDCD1 inhibitors,Reaction,Immune System
GRB2,R-HSA-389921,R-HSA-389919,Grb2 binds pBTLA,Reaction,Immune System
R-HSA-389920,R-HSA-389921,R-HSA-389919,Grb2 binds pBTLA,Reaction,Immune System
LYN,R-HSA-388795,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
LYN,R-HSA-196206,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
YES1,R-HSA-388795,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
YES1,R-HSA-196206,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
YES1,R-ALL-29370,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
SRC,R-HSA-388795,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
SRC,R-HSA-196206,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
SRC,R-ALL-29370,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
LCK,R-HSA-388795,R-HSA-388833,Phosphorylation of CTLA-4,Reaction,Immune System
