 TK1
PKMYT1
 CDCA2
 CLDN7
RALGPS2
 MMP11
 CORO2A
 SMC4
 MMP1
 RMI1
 TIGIT
 TOP2A
WISP1
 POLQ
MEX3A
RAB25
 E2F8
 PDIA4
CDKN3
KMO
 DEPDC1
LMNB1
 EVPL
 SPINT2
 BGN
 MAL2
 SMYD3
 EZR
 LLGL2
NME1
PYCR1
 LRP8
 FAM222A
TYMS
 ERMP1
ASF1B
 UBE2S
 IL21R
 WISP1
 ZWINT
 SLC12A8
AP1M2
SPINT2
 LMNB1
 HIST1H2BD
HOXC13
RGS4
 MNX1
 ASF1B
 CDC7
 CTHRC1
 KIF23
 KIF14
 EPN3
 SQLE
 KLHDC7B
 ATP6V0B
MAD2L1
LRP8
ADAMDEC1
 SLC9A3R1
 CCDC167
 KNTC1
 COMP
ESRP1
 MEX3A
 CENPU
 MBOAT2
RACGAP1
 PYCR1
 TRIM59
 MICAL2
 MDK
 EZH2
KPNA2
MDK
 CDC20
 REM2
 PLEKHF2
 ROGDI
 ENTPD7
SPAG1
 EXO1
 OIP5
 ANLN
 SPP1
 HOXC10
 ZNF367
 RAB25
NEK2
 ANKRD22
FCGR1B
 RMI2
 SULF1
 S100A14
SLC44A4
 PTTG1
 LRRC15
 TRIP13
PTK6
 ATAD2
 NOD2
 NCAPG
 SPAG1
 CDCA8
 ICOS
 RAD51AP1
NUP210
 PRC1
SMYD3
 SLAMF8
 PKMYT1
ICOS
 KRT8
S100P
 HIST1H4H
CCNE2
 PBK
 CCNB1
 NDC80
PRC1
 INHBA
NDC80
CXCR4
 CKS2
 MELK
SDC1
 BUB1B
 HELLS
 CEP55
RRM2
POLQ
FANCI
 RAD54L
TRIM59
 PSRC1
DTL
 GGCT
 RACGAP1
 ABRACL
 HMGB3
 NUP210
 CAPG
CCNB1
DLGAP5
 ERCC6L
 EDN2
 CENPF
 COL11A1
 NKX3-2
 ARSI
 BAIAP2L1
GJB2
PCNA
INHBA
EVPL
 NME1
 CDKN3
FN1
 ATP6AP1
KIF4A
STIL
 CYB561
CDK1
 DDIAS
 MCM10
CENPF
 E2F5
 ZWILCH
SLC9A3R1
 GINS1
ENTPD7
ESPL1
ATAD2
 MARCKSL1
 CCNA2
EDN2
 HIST1H3E
 KIF11
 KMO
 GPR84
EZH2
 CCNE2
GINS1
 TTK
 PLAUR
UBE2T
 NUF2
PBK
 UBE2C
KIF20A
 ESRP1
 CXCR4
 KPNA2
SPP1
NUF2
 NEIL3
 NEK2
 FN1
NOD2
 GPR19
 SDC1
 LAMP5
 PRSS8
ATP6V0B
 KIF4A
SMC4
 NUSAP1
KIF11
 CENPM
 CDCA3
 TYMS
EXO1
 POSTN
 SLC52A2
PRSS8
COL10A1
 BARD1
 TPD52
 FANCI
 FCGR1B
 MAD2L1
 PLEK2
 UHRF1
TPX2
TLCD1
 KIF2C
 AURKA
KIF15
BGN
CTHRC1
HIST1H2BD
 ESPL1
 MCM2
 KIF20A
 CELSR3
 MIF
 DLGAP5
TK1
 SHCBP1
 ASPM
 HMMR
 TPX2
 CENPK
MBOAT2
 RGS4
 CXCL10
 CXCL11
 SPAG5
TPD52
 CDK1
 RABIF
 TLCD1
 SLC44A4
 HIST1H2BH
 PTK6
PLAUR
HIST1H4H
MMP1
GGCT
TTK
 SBK1
CXCL10
CCNA2
MAL2
 FAM83D
 KIF18B
 AP1M2
NUSAP1
CDC7
SQLE
 UBE2T
 PCNA
MARCKSL1
 VAMP8
 NVL
 FEN1
 RALGPS2
 CNTNAP2
UBE2C
CYB561
 CEMIP
 STIL
UHRF1
KRT8
TOP2A
 FOXM1
 MKI67
FEN1
IL21R
 ADAMDEC1
 HOXC13
EZR
 KIF15
