url_path,views_total,views_unique
/sarkar-s/CoRe,73,2
/sarkar-s/CoRe/branches,29,1
/sarkar-s/CoRe/tree/github-repo-stats,25,1
/sarkar-s/CoRe/pulse,19,2
/sarkar-s/CoRe/graphs/traffic,17,1
/sarkar-s/CoRe/tree/github-repo-stats/sarkar-s/CoRe,15,1
/sarkar-s/CoRe/actions/workflows/github-repo-stats.yml,13,1
/sarkar-s/CoRe/tree/github-repo-stats/sarkar-s/CoRe/latest-report,12,1
/sarkar-s/CoRe/actions,11,1
/sarkar-s/CoRe/blob/github-repo-stats/sarkar-s/CoRe/latest-report/report.pdf,11,1
