url_path,views_total,views_unique
/sarkar-s/CoRe,66,3
/sarkar-s/CoRe/pulse,18,2
/sarkar-s/CoRe/branches,18,1
/sarkar-s/CoRe/graphs/traffic,16,1
/sarkar-s/CoRe/tree/github-repo-stats,14,1
/sarkar-s/CoRe/tree/github-repo-stats/sarkar-s/CoRe,7,1
/sarkar-s/CoRe/actions,6,1
/sarkar-s/CoRe/actions/workflows/github-repo-stats.yml,6,1
/sarkar-s/CoRe/tree/github-repo-stats/sarkar-s/CoRe/latest-report,6,1
/sarkar-s/CoRe/actions/new,5,1
